154000	125	46	164	1	
154001	125	46	164	1	
154002	125	46	164	1	
154003	125	46	164	1	
154004	124	45	165	1	
154005	124	44	166	1	
154006	124	44	166	1	
154007	124	44	166	1	
154008	124	44	166	1	
154009	124	44	166	1	
154010	124	44	166	1	
154011	124	44	166	1	
154012	124	44	166	1	
154013	124	44	166	1	
154014	124	44	166	1	
154015	124	44	166	1	
154016	124	44	166	1	
154017	124	44	166	1	
154018	124	44	166	1	
154019	124	44	166	1	
154020	124	44	166	1	
154021	124	44	166	1	
154022	124	44	166	1	
154023	124	44	166	1	
154024	124	44	166	1	
154025	124	44	166	1	
154026	124	44	166	1	
154027	124	44	166	1	
154028	124	44	166	1	
154029	124	44	166	1	
154030	124	44	166	1	
154031	124	44	166	1	
154032	124	44	166	1	
154033	124	44	166	1	
154034	124	44	166	1	
154035	124	44	166	1	
154036	124	44	166	1	
154037	124	44	166	1	
154038	124	44	166	1	
154039	124	44	166	1	
154040	126	44	164	1	
154041	126	44	164	1	
154042	126	44	164	1	
154043	126	44	164	1	
154044	126	44	164	1	
154045	127	44	162	1	
154046	128	44	160	1	
154047	128	44	160	1	
154048	128	43	159	1	
154049	128	42	158	1	
154050	130	42	159	1	
154051	132	42	160	1	
154052	134	42	160	1	
154053	135	42	160	1	
154054	136	42	160	1	
154055	137	42	160	1	
154056	138	42	160	1	
154057	139	42	160	1	
154058	140	42	160	1	
154059	140	42	160	1	
154060	140	42	160	1	
154061	140	42	160	1	
154062	140	42	160	1	
154063	140	42	160	1	
154064	139	41	159	1	
154065	138	40	158	1	
154066	137	39	158	1	
154067	136	38	158	1	
154068	135	39	159	1	
154069	134	40	160	1	
154070	132	40	162	1	
154071	131	41	162	1	
154072	130	42	162	1	
154073	128	42	162	1	
154074	126	42	162	1	
154075	124	42	162	1	
154076	122	42	162	1	
154077	120	42	162	1	
154078	118	42	162	1	
154079	117	42	162	1	
154080	116	42	162	1	
154081	115	42	162	1	
154082	114	42	162	1	
154083	113	42	162	1	
154084	112	42	162	1	
154085	111	42	162	1	
154086	110	42	162	1	
154087	110	42	162	1	
154088	110	42	162	1	
154089	110	42	162	1	
154090	110	42	162	1	
154091	110	42	162	1	
154092	110	42	162	1	
154093	110	42	162	1	
154094	110	42	162	1	
154095	110	42	162	1	
154096	111	43	161	1	
154097	112	44	160	1	
154098	113	44	162	1	
154099	114	44	163	1	
154100	115	45	162	1	
154101	115	44	163	1	
154102	115	44	164	1	
154103	115	44	165	1	
154104	115	44	166	1	
154105	116	45	166	1	
154106	117	46	166	1	
154107	118	47	166	1	
154108	119	48	166	1	
154109	120	49	166	1	
154110	121	50	166	1	
154111	122	51	166	1	
154112	123	52	166	1	
154113	124	52	166	1	
154114	125	52	166	1	
154115	126	52	166	1	
154116	125	51	167	1	
154117	126	52	167	1	
154118	125	51	168	1	
154119	124	50	169	1	
154120	124	49	170	1	
154121	124	48	171	1	
154122	124	47	172	1	
154123	124	46	172	1	
154124	124	45	172	1	
154125	124	44	172	1	
154126	124	44	172	1	
154127	124	44	172	1	
154128	125	45	170	1	
154129	125	45	169	1	
154130	126	45	166	1	
154131	127	45	164	1	
154132	127	45	164	1	
154133	128	45	162	1	
154134	129	45	160	1	
154135	130	45	158	1	
154136	131	45	157	1	
154137	130	45	158	1	
154138	130	45	159	1	
154139	130	45	160	1	
154140	130	45	160	1	
154141	130	45	160	1	
154142	130	45	160	1	
154143	130	45	160	1	
154144	131	45	158	1	
154145	132	45	157	1	
154146	133	45	156	1	
154147	134	45	155	1	
154148	135	45	154	1	
154149	136	45	155	1	
154150	135	45	156	1	
154151	134	45	157	1	
154152	133	45	158	1	
154153	132	45	159	1	
154154	131	45	160	1	
154155	130	45	160	1	
154156	130	45	160	1	
154157	130	45	160	1	
154158	130	45	160	1	
154159	130	45	160	1	
154160	130	45	160	1	
154161	130	45	160	1	
154162	130	45	160	1	
154163	130	45	160	1	
154164	130	45	160	1	
154165	129	44	162	1	
154166	128	44	163	1	
154167	127	44	164	1	
154168	126	44	165	1	
154169	125	44	166	1	
154170	123	44	166	1	
154171	121	44	166	1	
154172	121	44	167	1	
154173	121	44	165	1	
154174	121	44	166	1	
154175	119	44	166	1	
154176	119	44	164	1	
