40001	361	70	153	0	
40002	361	70	153	0	
40003	361	70	153	0	
40004	361	70	153	0	
40005	362	69	152	0	
40006	362	68	151	0	
40007	362	67	150	0	
40008	362	66	149	0	
40009	363	67	147	0	
40010	364	68	146	0	
40011	365	69	145	0	
40012	365	70	145	0	
40013	365	70	145	0	
40014	365	70	145	0	
40015	365	70	145	0	
40016	365	70	145	0	
40017	365	70	145	0	
40018	365	70	145	1	
40019	365	70	145	1	
40020	365	70	145	1	
40021	365	70	145	1	
40022	365	70	145	1	
40023	365	70	145	1	
40024	365	70	145	1	
40025	365	70	145	1	
40026	365	70	145	0	
40027	365	70	145	0	
40028	365	70	145	0	
40029	365	70	145	0	
40030	365	70	145	0	
40031	365	70	145	0	
40032	365	70	145	0	
40033	365	70	145	0	
40034	365	70	145	0	
40035	365	70	145	0	
40036	365	70	145	0	
40037	365	70	145	0	
40038	365	70	145	0	
40039	365	70	145	0	
40040	365	70	145	0	
40041	365	70	145	0	
40042	365	70	145	0	
40043	365	70	145	0	
40044	365	70	145	0	
40045	365	70	145	0	
40046	365	70	145	0	
40047	365	70	145	0	
40048	365	70	145	0	
40049	365	70	145	0	
40050	365	70	145	1	
40051	365	70	145	1	
40052	365	70	145	1	
40053	365	70	145	1	
40054	365	70	145	1	
40055	365	70	145	1	
40056	365	70	145	1	
40057	365	70	145	1	
40058	365	70	145	1	
40059	365	70	145	1	
40060	365	70	145	1	
40061	365	70	145	1	
40062	365	70	145	1	
40063	365	70	145	1	
40064	365	70	145	1	
40065	365	70	145	1	
40066	365	70	145	1	
40067	365	70	145	1	
40068	365	70	145	1	
40069	365	70	145	1	
40070	365	70	145	1	
40071	365	70	145	1	
40072	365	70	145	1	
40073	368	71	143	1	
40074	369	72	143	1	
40075	371	73	141	1	
40076	373	74	139	1	
40077	374	75	139	1	
40078	374	76	139	1	
40079	374	77	139	1	
40080	374	78	139	1	
40081	376	79	138	1	
40082	376	80	138	1	
40083	376	80	138	1	
40084	375	80	138	1	
40085	375	80	138	0	
40086	374	80	138	0	
40087	373	80	138	0	
40088	375	80	137	0	
40089	377	80	136	0	
40090	376	80	137	0	
40091	375	80	138	0	
40092	374	80	138	0	
40093	373	80	138	0	
40094	373	80	138	0	
40095	375	80	137	0	
40096	374	80	138	0	
40097	373	80	138	0	
40098	372	80	138	0	
40099	371	80	138	0	
40100	371	80	138	0	
40101	371	80	138	0	
40102	371	80	138	0	
40103	372	80	138	0	
40104	374	80	138	0	
40105	374	80	138	0	
40106	374	80	138	0	
40107	376	80	137	0	
40108	376	80	138	0	
40109	376	80	138	0	
40110	376	80	138	0	
40111	376	80	138	0	
40112	376	80	138	0	
40113	376	80	138	0	
40114	376	80	138	0	
40115	376	80	138	0	
40116	376	80	138	0	
40117	376	78	140	0	
40118	376	76	141	0	
40119	376	75	142	0	
40120	376	74	143	0	
40121	376	75	143	0	
40122	376	76	143	0	
40123	376	77	143	0	
40124	376	78	143	0	
40125	375	78	143	0	
40126	374	78	143	0	
40127	374	76	144	0	
40128	373	76	144	0	
40129	372	76	144	0	
40130	371	76	144	0	
40131	371	76	144	0	
40132	371	76	144	0	
40133	371	76	144	0	
40134	371	76	144	0	
40135	370	75	145	0	
40136	369	74	146	0	
40137	369	74	146	0	
40138	368	74	147	0	
40139	368	74	147	0	
40140	368	74	147	0	
40141	368	74	147	0	
40142	368	74	147	0	
40143	368	74	147	0	
40144	368	74	147	0	
40145	367	74	148	0	
40146	367	74	148	0	
40147	366	74	149	0	
40148	366	74	149	0	
40149	366	74	149	0	
40150	366	74	149	0	
40151	366	74	149	0	
40152	366	74	149	0	
40153	366	74	148	0	
40154	366	74	149	0	
40155	366	72	148	0	
40156	366	72	149	0	
40157	366	72	149	0	
40158	366	72	149	0	
40159	366	72	149	0	
40160	366	72	149	0	
40161	366	72	149	0	
40162	366	72	149	0	
40163	366	72	149	0	
40164	366	72	149	0	
40165	366	72	149	0	
40166	366	72	149	0	
40167	366	72	149	0	
40168	366	72	149	0	
40169	366	72	149	0	
40170	366	72	149	0	
40171	366	72	149	0	
40172	366	72	149	0	
40173	366	72	149	0	
40174	366	72	149	0	
40175	366	72	149	0	
40176	366	72	149	0	
40177	366	72	149	0	
40178	366	72	149	0	
40179	366	72	149	0	
40180	364	72	148	0	
40181	364	72	149	0	
40182	364	72	149	0	
40183	364	72	149	0	
40184	364	72	149	0	
40185	364	72	149	0	
40186	364	72	149	0	
40187	364	72	149	0	
40188	364	72	149	0	
40189	364	72	149	0	
40190	364	72	149	0	
40191	364	72	149	0	
40192	364	72	149	0	
40193	364	72	149	0	
40194	364	72	149	0	
40195	364	72	149	0	
40196	364	72	149	0	
40197	364	72	149	0	
40198	364	72	149	0	
40199	364	72	149	0	
40200	364	72	149	0	
40201	364	72	149	0	
40202	364	72	149	0	
40203	364	72	149	0	
40204	364	72	149	0	
40205	364	72	149	0	
40206	364	72	149	0	
40207	364	72	149	0	
40208	363	73	148	0	
40209	362	74	148	0	
40210	362	74	149	0	
40211	362	74	149	0	
40212	361	75	148	0	
40213	361	74	149	0	
40214	361	74	149	0	
40215	361	74	149	0	
40216	361	74	149	0	
40217	361	74	149	0	
40218	361	74	149	0	
40219	361	74	149	0	
40220	361	74	149	0	
40221	361	74	149	0	
40222	361	74	149	0	
40223	361	74	149	0	
40224	361	74	149	0	
40225	361	74	149	0	
40226	361	74	149	0	
40227	361	74	149	0	
40228	361	74	149	0	
40229	361	74	149	0	
40230	361	74	149	0	
40231	361	74	149	0	
40232	361	74	149	0	
40233	361	74	149	0	
40234	361	74	149	0	
40235	360	74	148	0	
40236	361	74	148	0	
40237	362	74	148	0	
40238	362	74	149	1	
40239	362	74	148	1	
40240	362	74	148	1	
