142800	1	75	164	0	
142801	1	75	164	0	
142802	1	75	164	0	
142803	2	76	163	0	
142804	2	76	162	0	
142805	2	76	161	0	
142806	2	77	160	0	
142807	2	77	159	0	
142808	2	77	160	0	
142809	2	77	160	0	
142810	2	77	160	0	
142811	2	77	160	0	
142812	2	78	159	0	
142813	2	79	158	0	
142814	2	80	158	0	
142815	2	81	158	0	
142816	2	82	158	0	
142817	2	82	158	0	
142818	2	82	158	0	
142819	2	82	158	0	
142820	2	82	158	0	
142821	2	82	158	0	
142822	2	82	158	0	
142823	2	82	158	0	
142824	2	82	158	0	
142825	2	82	158	0	
142826	2	82	158	0	
142827	2	82	158	0	
142828	2	82	158	0	
142829	2	82	158	0	
142830	2	82	158	0	
142831	2	82	158	0	
142832	2	82	158	0	
142833	2	82	158	0	
142834	2	81	157	0	
142835	2	80	157	0	
142836	2	79	157	0	
142837	2	78	157	0	
142838	2	77	157	0	
142839	2	77	156	0	
142840	2	77	155	0	
142841	2	77	154	0	
142842	2	77	153	0	
142843	2	77	152	0	
142844	2	77	151	0	
142845	2	77	150	0	
142846	2	77	149	0	
142847	2	77	148	0	
142848	2	77	148	0	
142849	1	77	148	0	
142850	0	77	147	0	
142851	1	77	147	0	
142852	1	76	146	0	
142853	1	75	145	0	
142854	0	74	144	0	
142855	1	74	143	0	
142856	1	74	142	0	
142857	2	74	141	0	
142858	2	74	140	0	
142859	2	74	140	0	
142860	2	74	140	0	
142861	2	74	140	0	
142862	2	74	140	0	
142863	2	74	140	0	
142864	2	74	141	0	
142865	2	74	142	0	
142866	2	74	143	0	
142867	2	74	144	0	
142868	2	74	145	0	
142869	2	74	146	0	
142870	2	74	147	0	
142871	2	74	148	0	
142872	2	74	149	0	
142873	2	74	149	0	
142874	2	74	149	0	
142875	2	74	149	0	
142876	2	74	149	0	
142877	2	74	149	0	
142878	2	74	149	0	
142879	2	74	149	0	
142880	2	74	149	0	
142881	2	74	149	0	
142882	2	74	149	0	
142883	2	74	149	0	
142884	2	74	149	0	
142885	2	74	149	0	
142886	2	74	149	0	
142887	2	74	149	0	
142888	4	74	148	0	
142889	6	74	148	0	
142890	8	74	148	0	
142891	10	74	148	0	
142892	11	74	148	0	
142893	12	74	148	0	
142894	11	74	149	0	
142895	10	74	149	0	
142896	9	74	149	0	
142897	8	74	149	0	
142898	7	74	149	0	
142899	6	74	149	0	
142900	6	74	149	0	
142901	6	74	149	0	
142902	6	74	149	0	
142903	6	74	149	0	
142904	6	74	149	0	
142905	6	74	149	0	
142906	6	74	149	0	
